snapshot_date,keyword,provider,count_top_n,share_pct,best_rank,is_brand,total_results
2026-06-19,KI-Weiterbildung,Berger Bildungsinstitut GmbH,1,5.0,7,0,10000
2026-06-19,KI-Weiterbildung,Skilldrops GmbH,1,5.0,8,0,10000
2026-06-19,KI-Weiterbildung,A-Leecon GmbH,1,5.0,9,0,10000
2026-06-19,KI-Weiterbildung,STARTPLATZ Köln GmbH,1,5.0,11,0,10000
2026-06-19,KI-Weiterbildung,StartSteps Digital Education GmbH,1,5.0,13,0,10000
2026-06-19,KI-Weiterbildung,Mentify Learn GmbH,1,5.0,14,0,10000
2026-06-19,KI-Weiterbildung,GFN GmbH,1,5.0,16,0,10000
2026-06-19,KI-Weiterbildung,HECKER CONSULTING,1,5.0,19,0,10000
2026-06-19,Weiterbildung KI,Smart Future Campus GmbH,3,15.0,5,0,10000
2026-06-19,Weiterbildung KI,neuefische GmbH,2,10.0,1,0,10000
2026-06-19,Weiterbildung KI,Leecon TS GmbH,2,10.0,12,0,10000
2026-06-19,Weiterbildung KI,mycareernow,2,10.0,15,0,10000
2026-06-19,Weiterbildung KI,StackFuel GmbH,1,5.0,2,0,10000
2026-06-19,Weiterbildung KI,ImpaQt Education Group,1,5.0,3,0,10000
2026-06-19,Weiterbildung KI,JobCoaching - Institut für Persönlichkeitsentwicklung,1,5.0,4,0,10000
2026-06-19,Weiterbildung KI,Berger Bildungsinstitut GmbH,1,5.0,7,0,10000
2026-06-19,Weiterbildung KI,Skilldrops GmbH,1,5.0,8,0,10000
2026-06-19,Weiterbildung KI,A-Leecon GmbH,1,5.0,9,0,10000
2026-06-19,Weiterbildung KI,STARTPLATZ Köln GmbH,1,5.0,11,0,10000
2026-06-19,Weiterbildung KI,StartSteps Digital Education GmbH,1,5.0,13,0,10000
2026-06-19,Weiterbildung KI,Mentify Learn GmbH,1,5.0,14,0,10000
2026-06-19,Weiterbildung KI,GFN GmbH,1,5.0,16,0,10000
2026-06-19,Weiterbildung KI,HECKER CONSULTING,1,5.0,19,0,10000
2026-06-19,Künstliche Intelligenz,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,4,20.0,6,0,10000
2026-06-19,Künstliche Intelligenz,NH Schulungscenter für IT und Business GmbH,3,15.0,1,0,10000
2026-06-19,Künstliche Intelligenz,New Horizons Nord / West,3,15.0,2,0,10000
2026-06-19,Künstliche Intelligenz,New Horizons Hamburg / Bremen,3,15.0,4,0,10000
2026-06-19,Künstliche Intelligenz,New Horizons Hannover/Leipzig,2,10.0,5,0,10000
2026-06-19,Künstliche Intelligenz,OneCareer,2,10.0,17,0,10000
2026-06-19,Künstliche Intelligenz,StackFuel GmbH,1,5.0,8,0,10000
2026-06-19,Künstliche Intelligenz,New Horizons Dortmund Computer Learning Center GmbH & Co.KG,1,5.0,9,0,10000
2026-06-19,Künstliche Intelligenz,Learning Digital Academy GmbH,1,5.0,13,0,10000
2026-06-19,Künstliche Intelligenz Weiterbildung,A-Leecon GmbH,5,25.0,1,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,OneCareer,2,10.0,9,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,Berger Bildungsinstitut GmbH,1,5.0,2,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,New Horizons München - IT Computer und BusinessTraining Trainings,1,5.0,3,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,Webmasters Akademie Nürnberg GmbH,1,5.0,4,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,Spiced Academy GmbH,1,5.0,5,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,WBS TRAINING SE,1,5.0,7,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,brainymotion München,1,5.0,10,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,New Horizons Hamburg / Bremen,1,5.0,13,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,Academy NH Süd,1,5.0,14,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,1,5.0,15,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,ebam Akademie für Wirtschaft und Management,1,5.0,16,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,NH Schulungscenter für IT und Business GmbH,1,5.0,17,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,mycareernow,1,5.0,18,0,8226
2026-06-19,Künstliche Intelligenz Weiterbildung,New Horizons Nord / West,1,5.0,19,0,8226
2026-06-19,Einführung ins Prompt Engineering,Distart Education GmbH,17,85.0,3,0,1167
2026-06-19,Einführung ins Prompt Engineering,Syntax GmbH für Aus- und Weiterbildung,1,5.0,1,0,1167
2026-06-19,Einführung ins Prompt Engineering,bfw - Unternehmen für Bildung.,1,5.0,2,0,1167
2026-06-19,Einführung ins Prompt Engineering,COMCAVE.COLLEGE GmbH,1,5.0,11,0,1167
2026-06-19,KI Prompt Engineering,A-Leecon GmbH,4,20.0,2,0,3125
2026-06-19,KI Prompt Engineering,COMCAVE.COLLEGE GmbH,3,15.0,5,0,3125
2026-06-19,KI Prompt Engineering,Syntax GmbH für Aus- und Weiterbildung,3,15.0,9,0,3125
2026-06-19,KI Prompt Engineering,mycareernow,3,15.0,13,0,3125
2026-06-19,KI Prompt Engineering,OneCareer,2,10.0,3,0,3125
2026-06-19,KI Prompt Engineering,Karriere Tutor GmbH,1,5.0,1,0,3125
2026-06-19,KI Prompt Engineering,Smart Future Campus GmbH,1,5.0,6,0,3125
2026-06-19,KI Prompt Engineering,TÜV Rheinland Akademie GmbH I,1,5.0,7,0,3125
2026-06-19,KI Prompt Engineering,neuefische GmbH,1,5.0,12,0,3125
2026-06-19,KI Prompt Engineering,velpTEC GmbH,1,5.0,18,0,3125
2026-06-19,Prompt Enginnering,velpTEC GmbH,4,20.0,2,0,4118
2026-06-19,Prompt Enginnering,OneCareer,2,10.0,1,0,4118
2026-06-19,Prompt Enginnering,Habmann AufstiegsAkademie,2,10.0,4,0,4118
2026-06-19,Prompt Enginnering,Distart Education GmbH,2,10.0,6,0,4118
2026-06-19,Prompt Enginnering,A-Leecon GmbH,1,5.0,3,0,4118
2026-06-19,Prompt Enginnering,Masters of Digital GmbH,1,5.0,7,0,4118
2026-06-19,Prompt Enginnering,Berger Bildungsinstitut GmbH,1,5.0,8,0,4118
2026-06-19,Prompt Enginnering,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,9,0,4118
2026-06-19,Prompt Enginnering,IBB Institut für Berufliche Bildung AG,1,5.0,11,0,4118
2026-06-19,Prompt Enginnering,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,15,0,4118
2026-06-19,Prompt Enginnering,Do IT Digital GmbH,1,5.0,16,0,4118
2026-06-19,Prompt Enginnering,Karriere Tutor GmbH,1,5.0,17,0,4118
2026-06-19,Prompt Enginnering,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,1,5.0,18,0,4118
2026-06-19,Prompt Enginnering,New Horizons Nord / West,1,5.0,20,0,4118
2026-06-19,Prompt Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,17,85.0,1,0,3016
2026-06-19,Prompt Kurs,Smart Future Campus GmbH,1,5.0,6,0,3016
2026-06-19,Prompt Kurs,StackFuel GmbH,1,5.0,9,0,3016
2026-06-19,Prompt Kurs,Distart Education GmbH,1,5.0,19,0,3016
2026-06-19,Projektmanagement mit AI,neuefische GmbH,3,15.0,3,0,1759
2026-06-19,Projektmanagement mit AI,New Horizons Stuttgart,2,10.0,1,0,1759
2026-06-19,Projektmanagement mit AI,Spiced Academy GmbH,2,10.0,6,0,1759
2026-06-19,Projektmanagement mit AI,New Horizons München - IT Computer und BusinessTraining Trainings,2,10.0,8,0,1759
2026-06-19,Projektmanagement mit AI,Syntax GmbH für Aus- und Weiterbildung,1,5.0,2,0,1759
2026-06-19,Projektmanagement mit AI,ImpaQt Education Group,1,5.0,4,0,1759
2026-06-19,Projektmanagement mit AI,New Horizons Stuttgart III Trainings,1,5.0,7,0,1759
2026-06-19,Projektmanagement mit AI,mycareernow,1,5.0,9,0,1759
2026-06-19,Projektmanagement mit AI,IU Akademie IU Internationale Hochschule,1,5.0,12,0,1759
2026-06-19,Projektmanagement mit AI,Smart Future Campus GmbH,1,5.0,15,0,1759
2026-06-19,Projektmanagement mit AI,New Horizons Hamburg / Bremen,1,5.0,16,0,1759
2026-06-19,Projektmanagement mit AI,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,1,5.0,17,0,1759
2026-06-19,Projektmanagement mit AI,Berger Bildungsinstitut GmbH,1,5.0,18,0,1759
2026-06-19,Projektmanagement mit AI,Digitale Leute School,1,5.0,19,0,1759
2026-06-19,Projektmanagement mit AI,New Horizons Nord / West,1,5.0,20,0,1759
2026-06-19,ChatGPT,A-Leecon GmbH,11,55.0,3,0,3217
2026-06-19,ChatGPT,COMCAVE.COLLEGE GmbH,3,15.0,11,0,3217
2026-06-19,ChatGPT,OneCareer,1,5.0,1,0,3217
2026-06-19,ChatGPT,Talentspring Academy Group,1,5.0,2,0,3217
2026-06-19,ChatGPT,ImpaQt Education Group,1,5.0,6,0,3217
2026-06-19,ChatGPT,velpTEC GmbH,1,5.0,9,0,3217
2026-06-19,ChatGPT,StackFuel GmbH,1,5.0,10,0,3217
2026-06-19,ChatGPT,brainymotion,1,5.0,14,0,3217
2026-06-19,Claude,Talentspring Academy Group,10,50.0,2,0,539
2026-06-19,Claude,ImpaQt Education Group,5,25.0,1,0,539
2026-06-19,Claude,Digitale Leute School,3,15.0,5,0,539
2026-06-19,Claude,WBK Akademie GmbH,2,10.0,14,0,539
2026-06-19,Canva,IBB Institut für Berufliche Bildung AG,2,10.0,7,0,652
2026-06-19,Canva,future Training & Consulting GmbH,1,5.0,1,0,652
2026-06-19,Canva,Nest Academy GmbH,1,5.0,2,0,652
2026-06-19,Canva,VHS Unterland,1,5.0,3,0,652
2026-06-19,Canva,formful education GmbH,1,5.0,4,0,652
2026-06-19,Canva,AFZ Aus- und Fortbildungszentrum Rostock GmbH,1,5.0,5,0,652
2026-06-19,Canva,FiGD Akademie für Medienentwicklung,1,5.0,6,0,652
2026-06-19,Canva,Zweckverband Volkshochschule Oberes Nagoldtal,1,5.0,8,0,652
2026-06-19,Canva,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,9,0,652
2026-06-19,Canva,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,10,0,652
2026-06-19,Canva,GfM GmbH & Co. KG,1,5.0,11,0,652
2026-06-19,Canva,Berger Bildungsinstitut GmbH,1,5.0,12,0,652
2026-06-19,Canva,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,14,0,652
2026-06-19,Canva,PersonaPlan GmbH,1,5.0,15,0,652
2026-06-19,Canva,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,16,0,652
2026-06-19,Canva,Berufsbildungszentrum Augsburg der Lehmbaugruppe gGmbH,1,5.0,17,0,652
2026-06-19,Canva,Do IT Digital GmbH,1,5.0,18,0,652
2026-06-19,Canva,its digital akademie GmbH,1,5.0,19,0,652
2026-06-19,Canva,Reha & Beruf gGmbH,1,5.0,20,0,652
2026-06-19,CRM,alfatraining Bildungszentrum GmbH,3,15.0,2,0,1562
2026-06-19,CRM,ImpaQt Education Group,3,15.0,4,0,1562
2026-06-19,CRM,Karriere Tutor GmbH,2,10.0,3,0,1562
2026-06-19,CRM,Forward Education GmbH,2,10.0,11,0,1562
2026-06-19,CRM,WBS TRAINING SE,2,10.0,14,0,1562
2026-06-19,CRM,GrandEdu GmbH,1,5.0,1,0,1562
2026-06-19,CRM,Akademie Überlingen,1,5.0,6,0,1562
2026-06-19,CRM,velpTEC GmbH,1,5.0,9,0,1562
2026-06-19,CRM,DCI Digital Career Institute GmbH,1,5.0,12,0,1562
2026-06-19,CRM,Masters of Digital GmbH,1,5.0,13,0,1562
2026-06-19,CRM,Talentspring Academy Group,1,5.0,15,0,1562
2026-06-19,CRM,COMCAVE.COLLEGE GmbH,1,5.0,16,0,1562
2026-06-19,CRM,A-Leecon GmbH,1,5.0,17,0,1562
2026-06-19,WordPress,velpTEC GmbH,4,20.0,4,0,1247
2026-06-19,WordPress,Masters of Digital GmbH,4,20.0,6,0,1247
2026-06-19,WordPress,future Training & Consulting GmbH,3,15.0,2,0,1247
2026-06-19,WordPress,Bildung Next Level GmbH,3,15.0,8,0,1247
2026-06-19,WordPress,Karriere Tutor GmbH,2,10.0,1,0,1247
2026-06-19,WordPress,Talentspring Academy Group,1,5.0,3,0,1247
2026-06-19,WordPress,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,7,0,1247
2026-06-19,WordPress,WBS TRAINING SE,1,5.0,9,0,1247
2026-06-19,WordPress,academy7,1,5.0,20,0,1247
2026-06-19,Google Analytics 4,Talentspring Academy Group,12,60.0,2,0,194
2026-06-19,Google Analytics 4,OneCareer,3,15.0,16,0,194
2026-06-19,Google Analytics 4,Karriere Tutor GmbH,2,10.0,6,0,194
2026-06-19,Google Analytics 4,HECKER CONSULTING,1,5.0,1,0,194
2026-06-19,Google Analytics 4,Learnix GmbH,1,5.0,5,0,194
2026-06-19,Google Analytics 4,future Training & Consulting GmbH,1,5.0,19,0,194
2026-06-19,Website Management,Masters of Digital GmbH,3,15.0,1,0,1008
2026-06-19,Website Management,FiGD Akademie für Medienentwicklung,3,15.0,15,0,1008
2026-06-19,Website Management,KISA AKADEMIE GmbH,2,10.0,7,0,1008
2026-06-19,Website Management,Syntax GmbH für Aus- und Weiterbildung,2,10.0,10,0,1008
2026-06-19,Website Management,Bildung Next Level GmbH,2,10.0,12,0,1008
2026-06-19,Website Management,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,2,0,1008
2026-06-19,Website Management,Digitale Leute School,1,5.0,3,0,1008
2026-06-19,Website Management,future Training & Consulting GmbH,1,5.0,4,0,1008
2026-06-19,Website Management,velpTEC GmbH,1,5.0,6,0,1008
2026-06-19,Website Management,DCI Digital Career Institute GmbH,1,5.0,8,0,1008
2026-06-19,Website Management,Dualis Institut GmbH,1,5.0,9,0,1008
2026-06-19,Website Management,Spiced Academy GmbH,1,5.0,17,0,1008
2026-06-19,Website Management,formful education GmbH,1,5.0,19,0,1008
2026-06-19,Website Optimierung,Masters of Digital GmbH,9,45.0,1,0,958
2026-06-19,Website Optimierung,DCI Digital Career Institute GmbH,3,15.0,9,0,958
2026-06-19,Website Optimierung,Spiced Academy GmbH,2,10.0,10,0,958
2026-06-19,Website Optimierung,GrandEdu GmbH,1,5.0,4,0,958
2026-06-19,Website Optimierung,Syntax GmbH für Aus- und Weiterbildung,1,5.0,6,0,958
2026-06-19,Website Optimierung,FiGD Akademie für Medienentwicklung,1,5.0,16,0,958
2026-06-19,Website Optimierung,HECKER CONSULTING,1,5.0,17,0,958
2026-06-19,Website Optimierung,future Training & Consulting GmbH,1,5.0,19,0,958
2026-06-19,Website Optimierung,WBS TRAINING SE,1,5.0,20,0,958
2026-06-19,Design Thinking,Learning Digital Academy GmbH,9,45.0,1,0,1479
2026-06-19,Design Thinking,alfatraining Bildungszentrum GmbH,2,10.0,2,0,1479
2026-06-19,Design Thinking,Karriere Tutor GmbH,2,10.0,5,0,1479
2026-06-19,Design Thinking,velpTEC GmbH,1,5.0,3,0,1479
2026-06-19,Design Thinking,A-Leecon GmbH,1,5.0,4,0,1479
2026-06-19,Design Thinking,formful education GmbH,1,5.0,11,0,1479
2026-06-19,Design Thinking,brainymotion München,1,5.0,13,0,1479
2026-06-19,Design Thinking,Masters of Digital GmbH,1,5.0,17,0,1479
2026-06-19,Design Thinking,Digitale Leute School,1,5.0,18,0,1479
2026-06-19,Design Thinking,IAD Informationsverarbeitung und angewandte Datentechnik GmbH,1,5.0,20,0,1479
2026-06-19,Design Thinking und Agile Methoden,Leecon TS GmbH,6,30.0,6,0,704
2026-06-19,Design Thinking und Agile Methoden,Dacte,5,25.0,4,0,704
2026-06-19,Design Thinking und Agile Methoden,Alphadi Akademie,3,15.0,17,0,704
2026-06-19,Design Thinking und Agile Methoden,A-Leecon GmbH,2,10.0,5,0,704
2026-06-19,Design Thinking und Agile Methoden,Masters of Digital GmbH,1,5.0,1,0,704
2026-06-19,Design Thinking und Agile Methoden,mycareernow,1,5.0,2,0,704
2026-06-19,Design Thinking und Agile Methoden,Digitale Leute School,1,5.0,3,0,704
2026-06-19,Design Thinking und Agile Methoden,Learning Digital Academy GmbH,1,5.0,15,0,704
2026-06-19,Führungskräftetraining,Lecturio GmbH,9,45.0,1,0,24
2026-06-19,Führungskräftetraining,Studieninstitut für Kommunikation GmbH,4,20.0,3,0,24
2026-06-19,Führungskräftetraining,KnOot Academy,2,10.0,5,0,24
2026-06-19,Führungskräftetraining,Habmann AufstiegsAkademie,2,10.0,19,0,24
2026-06-19,Führungskräftetraining,Handwerkskammer Cottbus,1,5.0,2,0,24
2026-06-19,Führungskräftetraining,Business Trends Academy,1,5.0,16,0,24
2026-06-19,Führungskräftetraining,Dacte,1,5.0,18,0,24
2026-06-19,Projektmanagement Kurs,New Horizons Stuttgart,16,80.0,2,0,10000
2026-06-19,Projektmanagement Kurs,New Horizons Stuttgart III Trainings,3,15.0,1,0,10000
2026-06-19,Projektmanagement Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,1,5.0,13,0,10000
2026-06-19,Webanalyse,Masters of Digital GmbH,4,20.0,6,0,271
2026-06-19,Webanalyse,ChapterNext,3,15.0,3,0,271
2026-06-19,Webanalyse,OneCareer,2,10.0,1,0,271
2026-06-19,Webanalyse,Talentspring Academy Group,2,10.0,9,0,271
2026-06-19,Webanalyse,GrandEdu GmbH,2,10.0,11,0,271
2026-06-19,Webanalyse,COMCAVE.COLLEGE GmbH,1,5.0,2,0,271
2026-06-19,Webanalyse,GFN GmbH,1,5.0,10,0,271
2026-06-19,Webanalyse,neuefische GmbH,1,5.0,12,0,271
2026-06-19,Webanalyse,Webmasters Akademie Nürnberg GmbH,1,5.0,14,0,271
2026-06-19,Webanalyse,MARTINSFELD GmbH & Co. KG,1,5.0,15,0,271
2026-06-19,Webanalyse,future Training & Consulting GmbH,1,5.0,18,0,271
2026-06-19,Webanalyse,alfatraining Bildungszentrum GmbH,1,5.0,19,0,271
2026-06-19,Webanalyse für Online Marketing Manager,alfatraining Bildungszentrum GmbH,7,35.0,7,0,110
2026-06-19,Webanalyse für Online Marketing Manager,GrandEdu GmbH,3,15.0,3,0,110
2026-06-19,Webanalyse für Online Marketing Manager,Karriere Tutor GmbH,2,10.0,14,0,110
2026-06-19,Webanalyse für Online Marketing Manager,Talentspring Academy Group,1,5.0,1,0,110
2026-06-19,Webanalyse für Online Marketing Manager,GFN GmbH,1,5.0,2,0,110
2026-06-19,Webanalyse für Online Marketing Manager,OneCareer,1,5.0,4,0,110
2026-06-19,Webanalyse für Online Marketing Manager,Webmasters Akademie Nürnberg GmbH,1,5.0,5,0,110
2026-06-19,Webanalyse für Online Marketing Manager,SGD,1,5.0,6,0,110
2026-06-19,Webanalyse für Online Marketing Manager,Learnix GmbH,1,5.0,8,0,110
2026-06-19,Webanalyse für Online Marketing Manager,CROAS Education GmbH,1,5.0,9,0,110
2026-06-19,Webanalyse für Online Marketing Manager,DCI Digital Career Institute GmbH,1,5.0,12,0,110
2026-06-19,Digital Strategy,A-Leecon GmbH,3,15.0,3,0,270
2026-06-19,Digital Strategy,velpTEC GmbH,2,10.0,1,0,270
2026-06-19,Digital Strategy,New Horizons Stuttgart III Trainings,2,10.0,4,0,270
2026-06-19,Digital Strategy,New Horizons Stuttgart,2,10.0,6,0,270
2026-06-19,Digital Strategy,New Horizons München - IT Computer und Business Trainings,1,5.0,5,0,270
2026-06-19,Digital Strategy,New Horizons Akademie,1,5.0,7,0,270
2026-06-19,Digital Strategy,Forward Education GmbH,1,5.0,9,0,270
2026-06-19,Digital Strategy,New Horizons Hannover/Leipzig,1,5.0,11,0,270
2026-06-19,Digital Strategy,New Horizons Hamburg / Bremen,1,5.0,12,0,270
2026-06-19,Digital Strategy,New Horizons Nord,1,5.0,13,0,270
2026-06-19,Digital Strategy,NH Schulungscenter für IT und Business GmbH,1,5.0,14,0,270
2026-06-19,Digital Strategy,New Horizons Nord / West,1,5.0,15,0,270
2026-06-19,Digital Strategy,New Horizons München - IT Computer und BusinessTraining Trainings,1,5.0,17,0,270
2026-06-19,Digital Strategy,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,1,5.0,18,0,270
2026-06-19,Digital Strategy,Leecon TS GmbH,1,5.0,20,0,270
2026-06-19,Google Analytics,OneCareer,7,35.0,2,0,1095
2026-06-19,Google Analytics,Masters of Digital GmbH,5,25.0,7,0,1095
2026-06-19,Google Analytics,Talentspring Academy Group,2,10.0,5,0,1095
2026-06-19,Google Analytics,Spiced Academy GmbH,2,10.0,17,0,1095
2026-06-19,Google Analytics,velpTEC GmbH,1,5.0,1,0,1095
2026-06-19,Google Analytics,future Training & Consulting GmbH,1,5.0,8,0,1095
2026-06-19,Google Analytics,Digitale Leute School,1,5.0,9,0,1095
2026-06-19,Google Analytics,Learnix GmbH,1,5.0,20,0,1095
2026-06-19,Datenanalyse,Grimm Bildungszentrum - GBZ,5,25.0,6,0,7781
2026-06-19,Datenanalyse,StackFuel GmbH,2,10.0,3,0,7781
2026-06-19,Datenanalyse,Smart Future Campus GmbH,2,10.0,4,0,7781
2026-06-19,Datenanalyse,IU Akademie IU Internationale Hochschule,1,5.0,1,0,7781
2026-06-19,Datenanalyse,velpTEC GmbH,1,5.0,2,0,7781
2026-06-19,Datenanalyse,Talentspring Academy Group,1,5.0,5,0,7781
2026-06-19,Datenanalyse,New Horizons München - IT Computer und BusinessTraining Trainings,1,5.0,7,0,7781
2026-06-19,Datenanalyse,New Horizons Stuttgart III Trainings,1,5.0,8,0,7781
2026-06-19,Datenanalyse,S&N Systemhaus für Netzwerk- und Datentechnik GmbH,1,5.0,9,0,7781
2026-06-19,Datenanalyse,GrandEdu GmbH,1,5.0,10,0,7781
2026-06-19,Datenanalyse,OneCareer,1,5.0,11,0,7781
2026-06-19,Datenanalyse,Masters of Digital GmbH,1,5.0,12,0,7781
2026-06-19,Datenanalyse,cimdata Bildungsakademie GmbH,1,5.0,15,0,7781
2026-06-19,Datenanalyse,Learning Digital Academy GmbH,1,5.0,20,0,7781
2026-06-20,Online Marketing,OneCareer,3,15.0,15,0,6464
2026-06-20,Online Marketing,Learning Digital Academy GmbH,2,10.0,1,0,6464
2026-06-20,Online Marketing,LVQ Weiterbildung und Beratung GmbH,2,10.0,17,0,6464
2026-06-20,Online Marketing,Akademie Überlingen,1,5.0,2,0,6464
2026-06-20,Online Marketing,COMCAVE.COLLEGE GmbH,1,5.0,3,0,6464
2026-06-20,Online Marketing,Nest Academy GmbH,1,5.0,4,0,6464
2026-06-20,Online Marketing,GrandEdu GmbH,1,5.0,6,0,6464
2026-06-20,Online Marketing,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,7,0,6464
2026-06-20,Online Marketing,Lecturio GmbH,1,5.0,8,0,6464
2026-06-20,Online Marketing,Karriere Tutor GmbH,1,5.0,9,0,6464
2026-06-20,Online Marketing,Spiced Academy GmbH,1,5.0,10,0,6464
2026-06-20,Online Marketing,XDi - Experience Design Institut GmbH,1,5.0,11,0,6464
2026-06-20,Online Marketing,IFM GmbH,1,5.0,12,0,6464
2026-06-20,Online Marketing,CBW College Berufliche Weiterbildung GmbH,1,5.0,13,0,6464
2026-06-20,Online Marketing,EBA Hanse College GmbH,1,5.0,14,0,6464
2026-06-20,Online Marketing,Education partners GmbH,1,5.0,16,0,6464
2026-06-20,Online Marketing Manager,alfatraining Bildungszentrum GmbH,3,15.0,1,0,2153
2026-06-20,Online Marketing Manager,OneCareer,3,15.0,11,0,2153
2026-06-20,Online Marketing Manager,Talentspring Academy Group,1,5.0,2,0,2153
2026-06-20,Online Marketing Manager,COMCAVE.COLLEGE GmbH,1,5.0,3,0,2153
2026-06-20,Online Marketing Manager,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,4,0,2153
2026-06-20,Online Marketing Manager,DCI Digital Career Institute GmbH,1,5.0,5,0,2153
2026-06-20,Online Marketing Manager,Minister Fachschule GmbH,1,5.0,6,0,2153
2026-06-20,Online Marketing Manager,Textakademie GmbH,1,5.0,7,0,2153
2026-06-20,Online Marketing Manager,LVQ Weiterbildung und Beratung GmbH,1,5.0,8,0,2153
2026-06-20,Online Marketing Manager,Lecturio GmbH,1,5.0,9,0,2153
2026-06-20,Online Marketing Manager,Webgalaxie GmbH,1,5.0,10,0,2153
2026-06-20,Online Marketing Manager,HSB Akademie GmbH,1,5.0,12,0,2153
2026-06-20,Online Marketing Manager,Karriere Tutor GmbH,1,5.0,13,0,2153
2026-06-20,Online Marketing Manager,Berger Bildungsinstitut GmbH,1,5.0,17,0,2153
2026-06-20,Online Marketing Manager,Learnix GmbH,1,5.0,18,0,2153
2026-06-20,Online Marketing Manager,WBK Akademie GmbH,1,5.0,20,0,2153
2026-06-20,Online Marketing Strategie,Learning Digital Academy GmbH,6,30.0,2,0,4055
2026-06-20,Online Marketing Strategie,Talentspring Academy Group,2,10.0,9,0,4055
2026-06-20,Online Marketing Strategie,Spiced Academy GmbH,2,10.0,15,0,4055
2026-06-20,Online Marketing Strategie,DAA - Deutsche Angestellten- Akademie gGmbH,1,5.0,1,0,4055
2026-06-20,Online Marketing Strategie,OneCareer,1,5.0,3,0,4055
2026-06-20,Online Marketing Strategie,Karriere Tutor GmbH,1,5.0,6,0,4055
2026-06-20,Online Marketing Strategie,neuefische GmbH,1,5.0,7,0,4055
2026-06-20,Online Marketing Strategie,BNW gGmbH - Bildungswerk der Niedersächsischen Wirtschaft gemeinnützige GmbH,1,5.0,12,0,4055
2026-06-20,Online Marketing Strategie,mycareernow,1,5.0,13,0,4055
2026-06-20,Online Marketing Strategie,Distart Education GmbH,1,5.0,16,0,4055
2026-06-20,Online Marketing Strategie,Lecturio GmbH,1,5.0,17,0,4055
2026-06-20,Online Marketing Strategie,GrandEdu GmbH,1,5.0,19,0,4055
2026-06-20,Online Marketing Strategie,Mentify Learn GmbH,1,5.0,20,0,4055
2026-06-20,Online Marketing Grundlagen,Karriere Tutor GmbH,5,25.0,9,0,4574
2026-06-20,Online Marketing Grundlagen,velpTEC GmbH,2,10.0,2,0,4574
2026-06-20,Online Marketing Grundlagen,DCI Digital Career Institute GmbH,2,10.0,4,0,4574
2026-06-20,Online Marketing Grundlagen,SMD Performance Media,2,10.0,12,0,4574
2026-06-20,Online Marketing Grundlagen,Distart Education GmbH,2,10.0,18,0,4574
2026-06-20,Online Marketing Grundlagen,WBA Weiterbildungsagentur / Audiocation GmbH,1,5.0,1,0,4574
2026-06-20,Online Marketing Grundlagen,Talentspring Academy Group,1,5.0,3,0,4574
2026-06-20,Online Marketing Grundlagen,BNW gGmbH - Bildungswerk der Niedersächsischen Wirtschaft gemeinnützige GmbH,1,5.0,5,0,4574
2026-06-20,Online Marketing Grundlagen,Masters of Digital GmbH,1,5.0,6,0,4574
2026-06-20,Online Marketing Grundlagen,neuefische GmbH,1,5.0,7,0,4574
2026-06-20,Online Marketing Grundlagen,XDi - Experience Design Institut GmbH,1,5.0,10,0,4574
2026-06-20,Online Marketing Grundlagen,Spiced Academy GmbH,1,5.0,11,0,4574
2026-06-20,Online Marketing Management,Distart Education GmbH,7,35.0,10,0,3655
2026-06-20,Online Marketing Management,cimdata Bildungsakademie GmbH,3,15.0,3,0,3655
2026-06-20,Online Marketing Management,XDi - Experience Design Institut GmbH,3,15.0,4,0,3655
